Sno,QUARTER,seg_lvl5,L3_PROD_DESC,Sum(chrg_amt),
8789,Q2-2016,Total Verizon Business Markets,Information Services,9952.25,
8790,Q4-2016,Total Enterprise,Information Services,17620.8,
8791,Q1-2016,Total Wholesale,Information Services,300334.87,
8792,Q4-2016,Total Verizon Business Markets,Information Services,10019.45,
8793,Q1-2016,Total Verizon Business Markets,Information Services,135434.81,
8794,Q2-2016,Total Enterprise,Information Services,741099.1,
8795,Q4-2016,Other,Information Services,510,
8796,Q3-2016,Total Wholesale,Information Services,37.05,
8797,Q4-2016,Total Enterprise,Information Services,309896.34,
8798,Q2-2016,Total Enterprise,Information Services,14719.47,
8799,Q3-2016,Total Enterprise,Information Services,308841.04,
8800,Q4-2016,Total Enterprise,Information Services,3238.24,
8801,Q3-2016,Total Verizon Business Markets,Information Services,106043.33,
8802,Q3-2016,Total Wireline,Information Services,1707.22,
8803,Q3-2016,Total Wholesale,Information Services,76266.86,
8804,Q3-2016,CMB,Information Services,2253.4,
8805,Q3-2016,Other,Information Services,211.59,
8806,Q3-2016,Total Enterprise,Information Services,677518.87,
8807,Q3-2016,Total Wholesale,Information Services,6717.28,
8808,Q2-2016,Total Wholesale,Information Services,33857.9,
8809,Q4-2016,Total Wireline,Information Services,83019.98,
8810,Q4-2016,CMB,Information Services,79167.44,
8811,Q4-2016,Total Wholesale,Information Services,282180.5,
8812,Q2-2016,Total Wireline,Information Services,83533.17,
8813,Q1-2016,CMB,Information Services,8499692.55,
8814,Q2-2016,Other,Information Services,528.2,
8815,Q4-2016,Total Wholesale,Information Services,154668.14,
8816,Q4-2016,Total Wholesale,Information Services,26.6,
8817,Q1-2016,Other,Information Services,657.6,
8818,Q2-2016,Total Verizon Business Markets,Information Services,777.1,
8819,Q4-2016,Other,Information Services,1.25,
8820,Q4-2016,CMB,Information Services,6045346.16,
8821,Q3-2016,Total Enterprise,Information Services,3364.75,
8822,Q2-2016,Total Wholesale,Information Services,293599.76,
8823,Q2-2016,CMB,Information Services,591.39,
8824,Q2-2016,Other,Information Services,230.59,
8825,Q2-2016,Total Verizon Business Markets,Information Services,109669.62,
8826,Q4-2016,CMB,Information Services,3691440.21,
8827,Q1-2016,Total Verizon Business Markets,Information Services,10268.93,
8828,Q3-2016,Total Verizon Business Markets,Information Services,75.05,
8829,Q2-2016,Total Enterprise,Information Services,55.7,
8830,Q2-2016,CMB,Information Services,3164.25,
8831,Q1-2016,Total Wholesale,Information Services,118726.07,
8832,Q2-2016,Other,Information Services,165.75,
8833,Q1-2016,Other,Information Services,0,
8834,Q2-2016,Total Wholesale,Information Services,13261.5,
8835,Q4-2016,CMB,Information Services,1634285.08,
8836,Q2-2016,CMB,Information Services,1846470.25,
8837,Q3-2016,Total Wireline,Information Services,82709.68,
8838,Q4-2016,CMB,Information Services,234.03,
8839,Q2-2016,Other,Information Services,49.56,
8840,Q2-2016,Total Wholesale,Information Services,13.43,
8841,Q3-2016,Total Wireline,Information Services,4724.33,
8842,Q1-2016,Other,Information Services,718.15,
8843,Q3-2016,CMB,Information Services,83315.11,
8844,Q2-2016,Total Verizon Business Markets,Information Services,86.7,
8845,Q4-2016,Total Wireline,Information Services,4839.87,
8846,Q2-2016,Total Enterprise,Information Services,4881.95,
8847,Q2-2016,CMB,Information Services,0,
8848,Q2-2016,Total Wireline,Information Services,1831.88,
8849,Q4-2016,Other,Information Services,102,
8850,Q3-2016,CMB,Information Services,248.36,
8851,Q1-2016,CMB,Information Services,103471.08,
8852,Q4-2016,Total Enterprise,Information Services,35.65,
8853,Q2-2016,Total Wholesale,Information Services,300848.7,
8854,Q4-2016,Other,Information Services,49.56,
8855,Q1-2016,Total Wireline,Information Services,83840.81,
8856,Q1-2016,Total Verizon Business Markets,Information Services,71,
8857,Q4-2016,Total Wholesale,Information Services,1572611.17,
8858,Q4-2016,Total Wholesale,Information Services,76229.14,
8859,Q1-2016,Total Wireline,Information Services,4891.38,
8860,Q1-2016,Total Wholesale,Information Services,299542.41,
8861,Q3-2016,Total Enterprise,Information Services,38.5,
8862,Q1-2016,CMB,Information Services,357395.32,
8863,Q1-2016,Total Enterprise,Information Services,7787.41,
8864,Q3-2016,CMB,Information Services,305990.02,
8865,Q4-2016,Total Verizon Business Markets,Information Services,1488883.5,
8866,Q2-2016,Total Wholesale,Information Services,1658578.03,
8867,Q2-2016,Total Enterprise,Information Services,323372.66,
8868,Q2-2016,CMB,Information Services,6656264.25,
8869,Q1-2016,Total Wholesale,Information Services,35334.17,
8870,Q2-2016,CMB,Information Services,323625.72,
8871,Q3-2016,Total Wholesale,Information Services,161942.03,
8872,Q1-2016,Other,Information Services,41.31,
8873,Q2-2016,CMB,Information Services,88979.3,
8874,Q1-2016,Total Wholesale,Information Services,300973.82,
8875,Q1-2016,Total Enterprise,Information Services,36.05,
8876,Q2-2016,CMB,Information Services,355303.42,
8877,Q4-2016,Total Verizon Business Markets,Information Services,106206.84,
8878,Q2-2016,Other,Information Services,597.6,
8879,Q3-2016,Total Wholesale,Information Services,2840068.68,
8880,Q3-2016,Total Verizon Business Markets,Information Services,1490301.74,
8881,Q1-2016,CMB,Information Services,500402.7,
8882,Q4-2016,Total Enterprise,Information Services,665400.89,
8883,Q3-2016,Total Enterprise,Information Services,14303.21,
8884,Q1-2016,Total Enterprise,Information Services,395368.68,
8885,Q4-2016,Total Verizon Business Markets,Information Services,22.7,
8886,Q3-2016,Total Wholesale,Information Services,6.53,
8887,Q4-2016,Total Wireline,Information Services,1679.87,
8888,Q1-2016,CMB,Information Services,2340.39,
8889,Q1-2016,CMB,Information Services,2288715.87,
8890,Q4-2016,CMB,Information Services,278859.66,
8891,Q1-2016,Total Wireline,Information Services,1861.07,
8892,Q1-2016,Total Wholesale,Information Services,2140319.75,
8893,Q3-2016,CMB,Information Services,15.84,
8894,Q1-2016,Other,Information Services,207.36,
8895,Q2-2016,Total Wholesale,Information Services,229452.02,
8896,Q4-2016,Total Wholesale,Information Services,21.92,
8897,Q3-2016,Total Verizon Business Markets,Information Services,20.7,
8898,Q3-2016,Other,Information Services,126.94,
8899,Q1-2016,Total Wholesale,Information Services,3398173.65,
8900,Q4-2016,CMB,Information Services,1816.45,
8901,Q3-2016,CMB,Information Services,1719695.15,
8902,Q1-2016,Total Wireline,Information Services,1730.85,
8903,Q3-2016,CMB,Information Services,6171859.15,
8904,Q4-2016,CMB,Information Services,290199.23,
8905,Q1-2016,Other,Information Services,180.48,
8906,Q1-2016,Total Wholesale,Information Services,9.5,
8907,Q3-2016,Total Verizon Business Markets,Information Services,9865.27,
8908,Q4-2016,Total Wholesale,Information Services,289099.63,
8909,Q1-2016,Total Enterprise,Information Services,912611.62,
8910,Q3-2016,CMB,Information Services,3739761.7,
8911,Q4-2016,Total Wholesale,Information Services,6445.18,
8912,Q1-2016,Total Verizon Business Markets,Information Services,1809226.15,
8913,Q3-2016,Other,Information Services,49.56,
8914,Q3-2016,Total Wholesale,Information Services,33668.37,
8915,Q3-2016,Total Wholesale,Information Services,1580766.15,
8916,Q3-2016,Other,Information Services,538.2,
8917,Q1-2016,Total Wholesale,Information Services,8.84,
8918,Q4-2016,Total Enterprise,Security Services,121004.8,
8919,Q1-2016,Total Verizon Business Markets,Security Services,499570.15,
8920,Q1-2016,Total Wholesale,Security Services,886.15,
8921,Q3-2016,Total Verizon Business Markets,Security Services,19631.4,
8922,Q4-2016,Total Verizon Business Markets,Security Services,47067.59,
8923,Q3-2016,Total Enterprise,Security Services,19599,
8924,Q1-2016,Total Enterprise,Security Services,2744783.96,
8925,Q4-2016,Total Enterprise,Security Services,55482,
8926,Q4-2016,Total Verizon Business Markets,Security Services,550500.48,
8927,Q2-2016,Total Enterprise,Security Services,265516.06,
8928,Q1-2016,Total Verizon Business Markets,Security Services,18741.35,
8929,Q3-2016,Total Enterprise,Security Services,55482,
8930,Q2-2016,Total Wholesale,Security Services,58650.85,
8931,Q4-2016,Total Verizon Business Markets,Security Services,6000,
8932,Q4-2016,Total Verizon Business Markets,Security Services,32155.91,
8933,Q4-2016,Total Enterprise,Security Services,2211710.08,
8934,Q2-2016,Total Enterprise,Security Services,1195684.74,
8935,Q2-2016,Total Wholesale,Security Services,269677.42,
8936,Q2-2016,Total Enterprise,Security Services,78440.65,
8937,Q3-2016,Total Enterprise,Security Services,553188.21,
8938,Q4-2016,Total Wholesale,Security Services,683.2,
8939,Q2-2016,Total Verizon Business Markets,Security Services,-1184.97,
8940,Q3-2016,Total Verizon Business Markets,Security Services,294483.6,
8941,Q1-2016,Total Enterprise,Security Services,146213.16,
8942,Q4-2016,Total Verizon Business Markets,Security Services,307536.25,
8943,Q1-2016,Total Verizon Business Markets,Security Services,29551.74,
8944,Q3-2016,Total Enterprise,Security Services,1987634.79,
8945,Q4-2016,Total Enterprise,Security Services,8227429.863,
8946,Q1-2016,Total Verizon Business Markets,Security Services,305579.27,
8947,Q3-2016,Total Wholesale,Security Services,18640.92,
8948,Q2-2016,Other,Security Services,20887.5,
8949,Q2-2016,Total Enterprise,Security Services,11797.11,
8950,Q2-2016,Total Verizon Business Markets,Security Services,292903.6,
8951,Q1-2016,Total Enterprise,Security Services,20445.88,
8952,Q3-2016,Total Enterprise,Security Services,260094.58,
8953,Q2-2016,Total Verizon Business Markets,Security Services,21644.14,
8954,Q4-2016,Total Enterprise,Security Services,283034.43,
8955,Q3-2016,Total Wholesale,Security Services,120000,
8956,Q3-2016,Total Enterprise,Security Services,9741.39,
8957,Q4-2016,Other,Security Services,20887.5,
8958,Q2-2016,Total Enterprise,Security Services,5524361.102,
8959,Q1-2016,Total Enterprise,Security Services,1128174,
8960,Q2-2016,Total Enterprise,Security Services,166.19,
8961,Q3-2016,Total Wholesale,Security Services,107967,
8962,Q1-2016,Other,Security Services,20887.5,
8963,Q3-2016,Total Enterprise,Security Services,124643.72,
8964,Q2-2016,Total Enterprise,Security Services,60968,
8965,Q4-2016,Total Enterprise,Security Services,1535090.32,
8966,Q1-2016,Total Verizon Business Markets,Security Services,273198.07,
8967,Q2-2016,Total Wholesale,Security Services,107967,
8968,Q3-2016,Total Wholesale,Security Services,-36313.2,
8969,Q2-2016,Total Verizon Business Markets,Security Services,255141.27,
8970,Q2-2016,Total Wholesale,Security Services,887.59,
8971,Q3-2016,Total Enterprise,Security Services,1000,
8972,Q1-2016,Total Enterprise,Security Services,116616,
8973,Q4-2016,Total Verizon Business Markets,Security Services,299001.6,
8974,Q2-2016,Total Enterprise,Security Services,1750265.23,
8975,Q3-2016,Total Verizon Business Markets,Security Services,312566.58,
8976,Q4-2016,Total Wholesale,Security Services,107967,
8977,Q1-2016,Total Enterprise,Security Services,301722.92,
8978,Q1-2016,Total Wholesale,Security Services,118313.62,
8979,Q2-2016,Total Wholesale,Security Services,158446.17,
8980,Q1-2016,Total Enterprise,Security Services,7738784.204,
8981,Q2-2016,Total Verizon Business Markets,Security Services,-7716.3,
8982,Q3-2016,Total Wholesale,Security Services,920.07,
8983,Q3-2016,Total Verizon Business Markets,Security Services,97805.3,
8984,Q1-2016,Total Wholesale,Security Services,187877.39,
8985,Q4-2016,Total Verizon Business Markets,Security Services,330077.98,
8986,Q1-2016,Total Enterprise,Security Services,-20714.86,
8987,Q2-2016,Total Enterprise,Security Services,120972.5,
8988,Q3-2016,Total Enterprise,Security Services,7647903.709,
8989,Q1-2016,Total Enterprise,Security Services,5654877.272,
8990,Q3-2016,Total Enterprise,Security Services,780946.17,
8991,Q4-2016,Total Enterprise,Security Services,19599,
8992,Q2-2016,Total Verizon Business Markets,Security Services,573180.24,
8993,Q3-2016,Total Enterprise,Security Services,5573679.155,
8994,Q2-2016,Total Enterprise,Security Services,12136352.03,
8995,Q3-2016,Total Verizon Business Markets,Security Services,70048.71,
8996,Q4-2016,Total Wholesale,Security Services,120000,
8997,Q4-2016,Total Enterprise,Security Services,6738197.291,
8998,Q3-2016,Other,Security Services,20887.5,
8999,Q4-2016,Total Enterprise,Security Services,15491.39,
9000,Q1-2016,Total Enterprise,Security Services,913556.95,
9001,Q4-2016,Total Enterprise,Security Services,832928.72,
9002,Q1-2016,Total Verizon Business Markets,Security Services,573180.24,
9003,Q2-2016,Total Enterprise,Security Services,578938.52,
9004,Q4-2016,Total Wholesale,Security Services,3945.03,
9005,Q3-2016,Total Verizon Business Markets,Security Services,573180.24,
9006,Q3-2016,Total Wholesale,FiOS - Internet,7152.01,
9007,Q2-2016,Total Wholesale,FiOS - Internet,632.31,
9008,Q3-2016,CMB,FiOS - Internet,270591894.7,
9009,Q1-2016,Other,FiOS - Internet,2791.58,
9010,Q1-2016,CMB,FiOS - Internet,3402.67,
9011,Q3-2016,CMB,FiOS - Internet,-172773180.3,
9012,Q2-2016,Total Enterprise,FiOS - Internet,872635.81,
9013,Q3-2016,CMB,FiOS - Internet,370032129.4,
9014,Q1-2016,Total Enterprise,FiOS - Internet,139405.47,
9015,Q3-2016,Other,FiOS - Internet,5034.44,
9016,Q2-2016,Total Wholesale,FiOS - Internet,7372,
9017,Q4-2016,Total Verizon Business Markets,FiOS - Internet,12797366.88,
9018,Q3-2016,Total Verizon Business Markets,FiOS - Internet,1320138.56,
9019,Q4-2016,Total Enterprise,FiOS - Internet,0,
9020,Q3-2016,Other,FiOS - Internet,37129.68,
9021,Q4-2016,Total Enterprise,FiOS - Internet,8586.09,
9022,Q1-2016,CMB,FiOS - Internet,7536578.88,
9023,Q2-2016,Total Enterprise,FiOS - Internet,7420.86,
9024,Q3-2016,CMB,FiOS - Internet,64919.98,
9025,Q4-2016,Total Enterprise,FiOS - Internet,233054.78,
9026,Q2-2016,Total Enterprise,FiOS - Internet,697253.77,
9027,Q2-2016,Total Verizon Business Markets,FiOS - Internet,0,
9028,Q1-2016,CMB,FiOS - Internet,4668.33,
9029,Q2-2016,Other,FiOS - Internet,1139.1,
9030,Q1-2016,Total Wholesale,FiOS - Internet,2683,
9031,Q2-2016,Other,FiOS - Internet,7507.17,
9032,Q2-2016,CMB,FiOS - Internet,0,
9033,Q4-2016,Other,FiOS - Internet,2776.04,
9034,Q3-2016,Total Enterprise,FiOS - Internet,7719.27,
9035,Q2-2016,Other,FiOS - Internet,7619.85,
9036,Q4-2016,Total Wholesale,FiOS - Internet,138.02,
9037,Q1-2016,Total Wholesale,FiOS - Internet,150,
9038,Q4-2016,Total Wholesale,FiOS - Internet,5473.81,
9039,Q1-2016,Total Wholesale,FiOS - Internet,26021.49,
9040,Q3-2016,Other,FiOS - Internet,102468.47,
9041,Q2-2016,Total Wholesale,FiOS - Internet,3383.63,
9042,Q2-2016,Total Verizon Business Markets,FiOS - Internet,14,
9043,Q1-2016,Other,FiOS - Internet,2739.62,
9044,Q1-2016,CMB,FiOS - Internet,-210994822.9,
9045,Q4-2016,CMB,FiOS - Internet,268091926.2,
9046,Q4-2016,Total Wholesale,FiOS - Internet,634024.04,
9047,Q1-2016,CMB,FiOS - Internet,149.97,
9048,Q3-2016,Total Enterprise,FiOS - Internet,152.81,
9049,Q3-2016,Total Verizon Business Markets,FiOS - Internet,2227454.3,
9050,Q2-2016,Total Wholesale,FiOS - Internet,159.67,
9051,Q2-2016,Total Wholesale,FiOS - Internet,6024.44,
9052,Q1-2016,Total Verizon Business Markets,FiOS - Internet,478459.7,
9053,Q2-2016,Other,FiOS - Internet,84052.37,
9054,Q4-2016,Total Wholesale,FiOS - Internet,10759.52,
9055,Q2-2016,Total Enterprise,FiOS - Internet,105219,
9056,Q4-2016,Total Verizon Business Markets,FiOS - Internet,522941.6,
9057,Q3-2016,CMB,FiOS - Internet,47370.56,
9058,Q2-2016,Other,FiOS - Internet,5407.28,
9059,Q4-2016,Total Wholesale,FiOS - Internet,189.99,
9060,Q2-2016,Other,FiOS - Internet,144385.06,
9061,Q3-2016,CMB,FiOS - Internet,2481403.46,
9062,Q3-2016,Total Wholesale,FiOS - Internet,2039.91,
9063,Q4-2016,Total Verizon Business Markets,FiOS - Internet,20759284.07,
9064,Q1-2016,Total Verizon Business Markets,FiOS - Internet,0,
9065,Q4-2016,Total Wholesale,FiOS - Internet,-0.5,
9066,Q2-2016,Total Verizon Business Markets,FiOS - Internet,4424.92,
9067,Q4-2016,Total Wholesale,FiOS - Internet,7218.68,
9068,Q3-2016,Other,FiOS - Internet,722.25,
9069,Q4-2016,Total Wholesale,FiOS - Internet,5889.31,
9070,Q3-2016,Total Verizon Business Markets,FiOS - Internet,494378.33,
9071,Q2-2016,Total Wholesale,FiOS - Internet,434.97,
9072,Q2-2016,Total Wholesale,FiOS - Internet,347.33,
9073,Q2-2016,CMB,FiOS - Internet,4712.71,
9074,Q3-2016,Other,FiOS - Internet,721.38,
9075,Q2-2016,CMB,FiOS - Internet,1934.73,
9076,Q2-2016,Other,FiOS - Internet,722.25,
9077,Q3-2016,CMB,FiOS - Internet,149.97,
9078,Q4-2016,Total Verizon Business Markets,FiOS - Internet,4205674.89,
9079,Q3-2016,Total Wholesale,FiOS - Internet,4424.85,
9080,Q2-2016,CMB,FiOS - Internet,3559.12,
9081,Q1-2016,Total Verizon Business Markets,FiOS - Internet,3029225.02,
9082,Q1-2016,Other,FiOS - Internet,8788.56,
9083,Q3-2016,Total Enterprise,FiOS - Internet,99876.17,
9084,Q3-2016,Total Verizon Business Markets,FiOS - Internet,18889610.86,
9085,Q1-2016,Total Enterprise,FiOS - Internet,193899.89,
9086,Q4-2016,Total Wholesale,FiOS - Internet,39835.51,
9087,Q1-2016,Total Wholesale,FiOS - Internet,8129.74,
9088,Q4-2016,CMB,FiOS - Internet,7973332.23,
9089,Q4-2016,CMB,FiOS - Internet,483803.8,
9090,Q3-2016,CMB,FiOS - Internet,1944.06,
9091,Q4-2016,Other,FiOS - Internet,35249.31,
9092,Q1-2016,CMB,FiOS - Internet,0,
9093,Q1-2016,Total Verizon Business Markets,FiOS - Internet,2410558.71,
9094,Q3-2016,Total Enterprise,FiOS - Internet,79248.32,
9095,Q2-2016,CMB,FiOS - Internet,4226.33,
9096,Q1-2016,Total Wholesale,FiOS - Internet,1084.95,
9097,Q1-2016,Total Verizon Business Markets,FiOS - Internet,21536314.56,
9098,Q2-2016,Total Wholesale,FiOS - Internet,0,
9099,Q2-2016,Total Wholesale,FiOS - Internet,5202.99,
9100,Q4-2016,Other,FiOS - Internet,1387.8,
9101,Q1-2016,Total Verizon Business Markets,FiOS - Internet,1521241.3,
9102,Q2-2016,Total Wholesale,FiOS - Internet,2264.9,
9103,Q3-2016,CMB,FiOS - Internet,106570033.6,
9104,Q4-2016,Total Verizon Business Markets,FiOS - Internet,30928884.39,
9105,Q3-2016,Total Wholesale,FiOS - Internet,1077.95,
9106,Q1-2016,Total Wholesale,FiOS - Internet,1144.95,
9107,Q1-2016,CMB,FiOS - Internet,56357.17,
9108,Q2-2016,CMB,FiOS - Internet,7842.53,
9109,Q3-2016,Total Enterprise,FiOS - Internet,0,
9110,Q1-2016,Other,FiOS - Internet,9093.42,
9111,Q4-2016,Total Wholesale,FiOS - Internet,71.18,
9112,Q1-2016,Total Verizon Business Markets,FiOS - Internet,3617.42,
9113,Q3-2016,CMB,FiOS - Internet,7659371.36,
9114,Q1-2016,CMB,FiOS - Internet,8308.23,
9115,Q3-2016,CMB,FiOS - Internet,2293515.16,
9116,Q3-2016,Total Wholesale,FiOS - Internet,11.94,
9117,Q4-2016,Total Wholesale,FiOS - Internet,1345.23,
9118,Q1-2016,Total Wholesale,FiOS - Internet,15295.22,
9119,Q3-2016,Total Wholesale,FiOS - Internet,5262.82,
9120,Q4-2016,Total Enterprise,FiOS - Internet,644572.39,
9121,Q3-2016,CMB,FiOS - Internet,6495379.74,
9122,Q3-2016,CMB,FiOS - Internet,61829785.92,
9123,Q1-2016,Total Enterprise,FiOS - Internet,63931.02,
9124,Q3-2016,Other,FiOS - Internet,8503.89,
9125,Q2-2016,Other,FiOS - Internet,2091.64,
9126,Q4-2016,Total Wholesale,FiOS - Internet,0,
9127,Q4-2016,CMB,FiOS - Internet,2754997.48,
9128,Q3-2016,CMB,FiOS - Internet,8004.69,
9129,Q3-2016,Other,FiOS - Internet,7592.7,
9130,Q4-2016,Total Enterprise,FiOS - Internet,982369.89,
9131,Q4-2016,Total Enterprise,FiOS - Internet,462506.89,
9132,Q4-2016,Total Wholesale,FiOS - Internet,512.67,
9133,Q3-2016,Total Enterprise,FiOS - Internet,424691.99,
9134,Q1-2016,Total Wholesale,FiOS - Internet,0,
9135,Q3-2016,Total Wholesale,FiOS - Internet,83.58,
9136,Q3-2016,CMB,FiOS - Internet,405539.66,
9137,Q2-2016,Total Enterprise,FiOS - Internet,209.97,
9138,Q1-2016,CMB,FiOS - Internet,2082.71,
9139,Q1-2016,Other,FiOS - Internet,7236.34,
9140,Q1-2016,Total Wholesale,FiOS - Internet,4687.84,
9141,Q3-2016,Total Wholesale,FiOS - Internet,150,
9142,Q1-2016,Total Enterprise,FiOS - Internet,119399.92,
9143,Q2-2016,CMB,FiOS - Internet,74879738.8,
9144,Q1-2016,CMB,FiOS - Internet,6390.24,
9145,Q3-2016,Total Wholesale,FiOS - Internet,20245.72,
9146,Q4-2016,Total Verizon Business Markets,FiOS - Internet,4796.97,
9147,Q1-2016,Other,FiOS - Internet,181403.58,
9148,Q2-2016,Total Enterprise,FiOS - Internet,65619.12,
9149,Q2-2016,Other,FiOS - Internet,123.67,
9150,Q4-2016,CMB,FiOS - Internet,57304.27,
9151,Q1-2016,Total Enterprise,FiOS - Internet,727851.99,
9152,Q4-2016,Other,FiOS - Internet,417.35,
9153,Q2-2016,CMB,FiOS - Internet,1807093.09,
9154,Q3-2016,Other,FiOS - Internet,99.5,
9155,Q3-2016,Total Wholesale,FiOS - Internet,3087.99,
9156,Q2-2016,Total Verizon Business Markets,FiOS - Internet,29854554.09,
9157,Q2-2016,Other,FiOS - Internet,77449.99,
9158,Q2-2016,CMB,FiOS - Internet,72401450.14,
9159,Q1-2016,Total Wholesale,FiOS - Internet,6448.51,
9160,Q1-2016,Total Wholesale,FiOS - Internet,5446.67,
9161,Q4-2016,CMB,FiOS - Internet,628.11,
9162,Q3-2016,Total Enterprise,FiOS - Internet,124733.53,
9163,Q4-2016,Other,FiOS - Internet,768.85,
9164,Q4-2016,Other,FiOS - Internet,72.5,
9165,Q1-2016,CMB,FiOS - Internet,351976828.1,
9166,Q2-2016,Total Wholesale,FiOS - Internet,40667.92,
9167,Q1-2016,CMB,FiOS - Internet,63917111.12,
9168,Q4-2016,Total Verizon Business Markets,FiOS - Internet,1592577.73,
9169,Q3-2016,CMB,FiOS - Internet,0,
9170,Q4-2016,Total Verizon Business Markets,FiOS - Internet,47,
9171,Q3-2016,Total Wholesale,FiOS - Internet,9957.52,
9172,Q3-2016,CMB,FiOS - Internet,2674.58,
9173,Q3-2016,Total Wholesale,FiOS - Internet,8481.03,
9174,Q4-2016,CMB,FiOS - Internet,3330,
9175,Q3-2016,Total Verizon Business Markets,FiOS - Internet,29819042.57,
9176,Q1-2016,Total Verizon Business Markets,FiOS - Internet,0,
9177,Q2-2016,CMB,FiOS - Internet,57234.9,
9178,Q3-2016,CMB,FiOS - Internet,3316.3,
9179,Q4-2016,Total Enterprise,FiOS - Internet,129588.98,
9180,Q3-2016,Total Wholesale,FiOS - Internet,0,
9181,Q2-2016,Total Wholesale,FiOS - Internet,520698.2,
9182,Q1-2016,Total Enterprise,FiOS - Internet,392594.97,
9183,Q1-2016,CMB,FiOS - Internet,90902.37,
9184,Q1-2016,Total Wholesale,FiOS - Internet,4089.52,
9185,Q3-2016,Total Enterprise,FiOS - Internet,656105.67,
9186,Q1-2016,CMB,FiOS - Internet,102658585.4,
9187,Q1-2016,CMB,FiOS - Internet,487437395,
9188,Q1-2016,Total Enterprise,FiOS - Internet,86.85,
9189,Q4-2016,Other,FiOS - Internet,2944.78,
9190,Q1-2016,CMB,FiOS - Internet,1937523.34,
9191,Q3-2016,Total Verizon Business Markets,FiOS - Internet,4311.23,
9192,Q4-2016,CMB,FiOS - Internet,2320.48,
9193,Q1-2016,CMB,FiOS - Internet,4536274.85,
9194,Q2-2016,CMB,FiOS - Internet,6082443.52,
9195,Q4-2016,CMB,FiOS - Internet,53155504.32,
9196,Q1-2016,Total Verizon Business Markets,FiOS - Internet,37748360.88,
9197,Q1-2016,Total Wholesale,FiOS - Internet,7.96,
9198,Q2-2016,CMB,FiOS - Internet,389199844.7,
9199,Q2-2016,Total Wholesale,FiOS - Internet,169.97,
9200,Q4-2016,CMB,FiOS - Internet,0,
9201,Q1-2016,CMB,FiOS - Internet,4036.76,
9202,Q3-2016,Other,FiOS - Internet,1508.14,
9203,Q1-2016,Total Enterprise,FiOS - Internet,860574.66,
9204,Q2-2016,CMB,FiOS - Internet,-166146898.4,
9205,Q4-2016,CMB,FiOS - Internet,40245.93,
9206,Q2-2016,CMB,FiOS - Internet,282936816.1,
9207,Q2-2016,Total Verizon Business Markets,FiOS - Internet,1185767.7,
9208,Q4-2016,CMB,FiOS - Internet,149.97,
9209,Q4-2016,Total Wholesale,FiOS - Internet,21011.86,
9210,Q3-2016,Total Verizon Business Markets,FiOS - Internet,1645879.55,
9211,Q3-2016,Total Wholesale,FiOS - Internet,434.97,
9212,Q4-2016,Total Enterprise,FiOS - Internet,101088.26,
9213,Q2-2016,Total Enterprise,FiOS - Internet,193382.94,
9214,Q2-2016,Total Enterprise,FiOS - Internet,121556.22,
9215,Q1-2016,Total Verizon Business Markets,FiOS - Internet,23637137.68,
9216,Q2-2016,Total Verizon Business Markets,FiOS - Internet,1820990.71,
9217,Q3-2016,CMB,FiOS - Internet,5767.4,
9218,Q4-2016,CMB,FiOS - Internet,1736.43,
9219,Q1-2016,Other,FiOS - Internet,76873.27,
9220,Q2-2016,Total Wholesale,FiOS - Internet,83.58,
9221,Q2-2016,Total Wholesale,FiOS - Internet,11.94,
9222,Q2-2016,CMB,FiOS - Internet,2509270.39,
9223,Q4-2016,Other,FiOS - Internet,722.25,
9224,Q1-2016,Other,FiOS - Internet,10630.22,
9225,Q1-2016,Total Wholesale,FiOS - Internet,37.81,
9226,Q2-2016,Other,FiOS - Internet,7255.67,
9227,Q3-2016,Total Wholesale,FiOS - Internet,330,
9228,Q2-2016,Total Verizon Business Markets,FiOS - Internet,2283818.03,
9229,Q4-2016,Total Verizon Business Markets,FiOS - Internet,1687771.52,
9230,Q2-2016,CMB,FiOS - Internet,7212.56,
9231,Q4-2016,CMB,FiOS - Internet,-189917433.1,
9232,Q2-2016,Total Wholesale,FiOS - Internet,9269.3,
9233,Q4-2016,Other,FiOS - Internet,5415.44,
9234,Q3-2016,Total Verizon Business Markets,FiOS - Internet,3830965.94,
9235,Q2-2016,Total Wholesale,FiOS - Internet,20986.2,
9236,Q4-2016,Total Wholesale,FiOS - Internet,2840.35,
9237,Q4-2016,CMB,FiOS - Internet,2628.84,
9238,Q4-2016,Total Enterprise,FiOS - Internet,88956.97,
9239,Q3-2016,Total Wholesale,FiOS - Internet,568212.76,
9240,Q1-2016,Other,FiOS - Internet,176,
9241,Q2-2016,Total Verizon Business Markets,FiOS - Internet,486979.93,
9242,Q3-2016,CMB,FiOS - Internet,3628.67,
9243,Q1-2016,Total Verizon Business Markets,FiOS - Internet,4606556.63,
9244,Q1-2016,CMB,FiOS - Internet,288439.09,
9245,Q2-2016,CMB,FiOS - Internet,7588794.97,
9246,Q2-2016,CMB,FiOS - Internet,3304.24,
9247,Q3-2016,Total Enterprise,FiOS - Internet,211180.41,
9248,Q4-2016,Total Wholesale,FiOS - Internet,10616.66,
9249,Q1-2016,CMB,FiOS - Internet,10390.83,
9250,Q4-2016,Total Wholesale,FiOS - Internet,1717.42,
9251,Q4-2016,CMB,FiOS - Internet,361859009.5,
9252,Q2-2016,Total Wholesale,FiOS - Internet,9952.7,
